Facility_Name,ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Latitude,Longitude,"Population, 2021",Facilities_Per_Capita,address,point,latitude,longitude
Lady Dunn Health Centre (Wawa),Lady Dunn Health Centre (Wawa),Wawa,17 Government Road,P0S1K0,-9436784.1111697,6106999.22373508,2705.0,0.0022181146025878,"17 Government Road, Wawa, Ontario, Canada",POINT (-84.77201204398048 48.0008112),48.0008112,-84.77201204398048
The Wawa Goose Club,The Wawa Goose Club,Wawa,63 Broadway Avenue,P0S1K0,-9436609.79597907,6105971.50218164,2705.0,0.0022181146025878,"63 Broadway Avenue, Wawa, Ontario, Canada",POINT (-84.7706169 47.9947364),47.9947364,-84.7706169
Wawa Family Health Team,Wawa Family Health Team,Wawa,17 Government Road,P0S1K0,-9436784.1111697,6106999.22373508,2705.0,0.0022181146025878,"17 Government Road, Wawa, Ontario, Canada",POINT (-84.77201204398048 48.0008112),48.0008112,-84.77201204398048
Wawa Pharmacy,Wawa Pharmacy,Wawa,63 Broadway Avenue,P0S1K0,-9436609.79597907,6105971.50218164,2705.0,0.0022181146025878,"63 Broadway Avenue, Wawa, Ontario, Canada",POINT (-84.7706169 47.9947364),47.9947364,-84.7706169
Four Counties Health Services,Four Counties Health Services,Newbury,1824 Concession Drive,N0L1Z0,-9104633.06657019,5263932.02655287,440.0,0.0022727272727272726,"1824 Concession Drive, Newbury, Ontario, Canada",POINT (-81.78910536866938 42.68328325),42.68328325,-81.78910536866938
Glengarry Inter,Glengarry Inter-Agency Group Inc.,North Glengarry,3525 Ontario 34,K0C1A0,-8307777.47182028,5710279.31185953,10144.0,9.858044164037855e-05,"3525 Ontario 34, North Glengarry, Ontario, Canada",POINT (-74.6377431 45.3130178),45.3130178,-74.6377431
Gordon Pharmasave,Gordon Pharmasave,Kincardine,767 Queen Street,N2Z2Z4,-9087582.2156376,5492798.26773211,12268.0,0.0005705901532442126,"767 Queen Street, Kincardine, Ontario, Canada",POINT (-81.63535868709677 44.17656717419354),44.17656717419354,-81.63535868709677
Kincardine Family Health Team,Kincardine Family Health Team,Kincardine,44 Queen Street,N2Z3C1,-9086854.52012628,5494321.28445679,12268.0,0.0005705901532442126,"44 Queen Street, Kincardine, Ontario, Canada",POINT (-81.637817 44.1737041),44.1737041,-81.637817
Mckechnie Pharmacy Ltd,Mckechnie Pharmacy Ltd,Kincardine,44 Queen Street,N2Z3C1,-9086854.52012628,5494321.28445679,12268.0,0.0005705901532442126,"44 Queen Street, Kincardine, Ontario, Canada",POINT (-81.637817 44.1737041),44.1737041,-81.637817
Rexall Pharma Plus #1719,Rexall Pharma Plus #1719,Kincardine,1116 Sutton Street,N2Z2C6,-9085481.20496421,5493339.02102549,12268.0,0.0005705901532442126,"1116 Sutton Street, Kincardine, Ontario, Canada",POINT (-81.61701653733478 44.179864067160814),44.179864067160814,-81.61701653733478
Ripley Pharmacy,Ripley Pharmacy,Kincardine,32 Queen Street,N0G2R0,-9081382.86659116,5476517.69219281,12268.0,0.0005705901532442126,"32 Queen Street, Kincardine, Ontario, Canada",POINT (-81.637817 44.1737041),44.1737041,-81.637817
Shoppers Drug Mart #1420,Shoppers Drug Mart #1420,Kincardine,781 Broadway Street,N2Z2G1,-9085347.75515865,5492753.73671443,12268.0,0.0005705901532442126,"781 Broadway Street, Kincardine, Ontario, Canada",POINT (-81.61554152669952 44.175381574981216),44.175381574981216,-81.61554152669952
Trillium Court,Trillium Court,Kincardine,550 Philip Place,N2Z3A6,-9085961.2814002,5493580.13359517,12268.0,0.0005705901532442126,"550 Philip Place, Kincardine, Ontario, Canada",POINT (-81.62046942277904 44.1818391),44.1818391,-81.62046942277904
Grand Valley Drug Store,Grand Valley Drug Store,Grand Valley,23 Main Street South,L9W5S8,-8940623.09968601,5449722.1589763,3851.0,0.00025967281225655674,"23 Main Street South, Grand Valley, Ontario, Canada",POINT (-80.31495950952382 43.898331271428574),43.898331271428574,-80.31495950952382
Hornepayne Community Hospital,Hornepayne Community Hospital,Hornepayne,278 Front Street,P0M1Z0,-9437081.91307147,6310927.35860034,968.0,0.002066115702479339,"278 Front Street, Hornepayne, Ontario, Canada",POINT (-84.7743446 49.2110796),49.2110796,-84.7743446
Hornepayne Pharmacy,Hornepayne Pharmacy,Hornepayne,333 Front Street,P0M1Z0,-9437100.63700982,6310602.82678406,968.0,0.002066115702479339,"333 Front Street, Hornepayne, Ontario, Canada",POINT (-84.7746325 49.2102913),49.2102913,-84.7746325
Huron Hospice Volunteer Service,Huron Hospice Volunteer Service,Huron East,24 Centennial Drive,N0K1W0,-9059771.69026677,5396248.55000167,9512.0,0.00010513036164844407,"24 Centennial Drive, Huron East, Ontario, Canada",POINT (-81.3856124 43.551636),43.551636,-81.3856124
Ignace Medical Pharmacy,Ignace Medical Pharmacy,Ignace,Main Street,P0T1T0,-10203543.1902776,6345847.72050864,1206.0,0.001658374792703151,"Main Street, Ignace, Ontario, Canada",POINT (-91.6613276 49.4167137),49.4167137,-91.6613276
Mary Berglund Community Health Centre,Mary Berglund Community Health Centre,Ignace,Main Street,P0T1T0,-10203543.1902776,6345847.72050864,1206.0,0.001658374792703151,"Main Street, Ignace, Ontario, Canada",POINT (-91.6613276 49.4167137),49.4167137,-91.6613276
Kearney Elderly Persons Centre,Kearney Elderly Persons Centre,Kearney,8 Main Street,P0A1M0,-8819557.78784887,5709790.25987608,974.0,0.001026694045174538,"8 Main Street, Kearney, Ontario, Canada",POINT (-79.2275048 45.5581028),45.5581028,-79.2275048
Killarney Health Centre,Killarney Health Centre,Killarney,34 Commissioner Street,P0M2A0,-9073863.65800215,5775865.32151286,397.0,0.007556675062972292,"34 Commissioner Street, Killarney, Ontario, Canada",POINT (-81.510322 45.971054),45.971054,-81.510322
Larder Lake Pharmacy,Larder Lake Pharmacy,Larder Lake,15 Godfrey Street,P0K1L0,-8873507.9330337,6123581.06793179,745.0,0.0013422818791946308,"15 Godfrey Street, Larder Lake, Ontario, Canada",POINT (-79.7121366 48.1006295),48.1006295,-79.7121366
Light,Light-Haven Home Inc.,Bruce Mines,38 Desbarats Street,P0R1C0,-9327282.38973744,5829039.94579612,582.0,0.003436426116838488,"38 Desbarats Street, Bruce Mines, Ontario, Canada",POINT (-83.7969731 46.3025119),46.3025119,-83.7969731
Nipigon District Family Health Team,Nipigon District Family Health Team,Nipigon,125 Hogan Road,P0T2J0,-9826849.09859051,6277484.49664705,1473.0,0.0033944331296673455,"125 Hogan Road, Nipigon, Ontario, Canada",POINT (-88.2844767 49.0146177),49.0146177,-88.2844767
Nipigon District Memorial Hospital,Nipigon District Memorial Hospital,Nipigon,125 Hogan Road,P0T2J0,-9826849.09859051,6277484.49664705,1473.0,0.0033944331296673455,"125 Hogan Road, Nipigon, Ontario, Canada",POINT (-88.2844767 49.0146177),49.0146177,-88.2844767
Rexall #6936,Rexall #6936,Nipigon,54 Front Street,P0T2J0,-9825402.70218273,6276909.41410373,1473.0,0.0033944331296673455,"54 Front Street, Nipigon, Ontario, Canada",POINT (-88.26331805 49.0119691),49.0119691,-88.26331805
Mango Tree Family Health Team,Mango Tree Family Health Team,Puslinch,28 Brock Road North,N1H6H9,-8923076.33155388,5384746.37970126,7944.0,0.00037764350453172205,"28 Brock Road North, Puslinch, Ontario, Canada",POINT (-80.1570026588665 43.47622425093478),43.47622425093478,-80.1570026588665
Santé Manitouwadge Health,Santé Manitouwadge Health,Manitouwadge,1 Health Care Crescent,P0T2C0,-9553960.94413784,6296550.17853675,1974.0,0.0025329280648429585,"1 Health Care Crescent, Manitouwadge, Ontario, Canada",POINT (-85.82473349582312 49.12768775),49.12768775,-85.82473349582312
Marathon Drug Associates,Marathon Drug Associates,Marathon,2 Hemlo Drive,P0T2E0,-9615000.58241333,6227743.94663641,3138.0,0.0009560229445506692,"2 Hemlo Drive, Marathon, Ontario, Canada",POINT (-86.3737956 48.7213593),48.7213593,-86.3737956
Marathon Family Health Team,Marathon Family Health Team,Marathon,22 Peninsula Road,P0T2E0,-9615360.46719512,6227151.56303501,3138.0,0.0009560229445506692,"22 Peninsula Road, Marathon, Ontario, Canada",POINT (-86.37810249672856 48.717817432797005),48.717817432797005,-86.37810249672856
Wilson Memorial General Hospital,Wilson Memorial General Hospital,Marathon,28 Peninsula Road,P0T2E0,-9615245.1958624,6227388.05256676,3138.0,0.0009560229445506692,"28 Peninsula Road, Marathon, Ontario, Canada",POINT (-86.3769769170475 48.718476772035565),48.718476772035565,-86.3769769170475
Meaford Ida Pharmacy,Meaford Ida Pharmacy,Meaford,334 Sykes Street,N4L1X1,-8970844.47126894,5558380.80421725,11485.0,0.00043535045711797995,"334 Sykes Street, Meaford, Ontario, Canada",POINT (-80.5864658 44.5978172),44.5978172,-80.5864658
Meaford Nursing Home,Meaford Nursing Home,Meaford,135 William Street,N0H1Y0,-8972427.40103218,5560573.09173201,11485.0,0.00043535045711797995,"135 William Street, Meaford, Ontario, Canada",POINT (-80.6011387 44.6117941),44.6117941,-80.6011387
Meaford Place,Meaford Place,Meaford,124 Centre Street,N4L1E8,-8972062.17291483,5558309.87520619,11485.0,0.00043535045711797995,"124 Centre Street, Meaford, Ontario, Canada",POINT (-80.59739621856714 44.59678188777464),44.59678188777464,-80.59739621856714
Rexall #8196,Rexall #8196,Meaford,54 Sykes Street North,N4L1R2,-8971497.8498882,5559972.27980009,11485.0,0.00043535045711797995,"54 Sykes Street North, Meaford, Ontario, Canada",POINT (-80.5922911 44.6077277),44.6077277,-80.5922911
peopleCare Meaford LTC,peopleCare Meaford LTC,Meaford,199 Thompson St,N4L0B3,-8972044.82933817,5560193.91086889,11485.0,0.00043535045711797995,"199 Thompson St, Meaford, Ontario, Canada",POINT (-80.5972578 44.6091233),44.6091233,-80.5972578
Mississaugas of the New Credit First Nation,Mississaugas of the New Credit First Nation,Haldimand County,Highway 6,N0A1H0,-8911485.66824884,5305944.28677759,49216.0,2.0318595578673603e-05,"Highway 6, Haldimand County, Ontario, Canada",POINT (-80.1264138 42.8625336),42.8625336,-80.1264138
Municipality of Machin,Municipality of Machin,Machin,Spruce Street,P0V2V0,-10395494.4829342,6421181.63122772,1012.0,0.0009881422924901185,"Spruce Street, Machin, Ontario, Canada",POINT (-93.3870077 49.8550003),49.8550003,-93.3870077
Niagara,Niagara-on-the Lake Community Palliative Care Service,Niagara-On-The-Lake,120 Byron Street,L0S1J0,-8801612.11745342,5350677.76281759,19088.0,0.00047150041911148366,"120 Byron Street, Niagara-On-The-Lake, Ontario, Canada",POINT (-79.06632640833334 43.25406741666667),43.25406741666667,-79.06632640833334
Niagara Ltc Residence,Niagara Ltc Residence,Niagara-On-The-Lake,120 Wellington Street,L0S1J0,-8801539.64846492,5350755.22395196,19088.0,0.00047150041911148366,"120 Wellington Street, Niagara-On-The-Lake, Ontario, Canada",POINT (-79.06527172193427 43.254831550000006),43.254831550000006,-79.06527172193427
Pleasant Manor Retirement Village,Pleasant Manor Retirement Village,Niagara-On-The-Lake,15 Elden Street,L0S1T0,-8807805.07676108,5346546.44793784,19088.0,0.00047150041911148366,"15 Elden Street, Niagara-On-The-Lake, Ontario, Canada",POINT (-79.12214340385705 43.2266155),43.2266155,-79.12214340385705
Shoppers Drug Mart #715,Shoppers Drug Mart #715,Niagara-On-The-Lake,111 Garrison Village Drive,L0S1J0,-8804805.15006759,5349296.01217562,19088.0,0.00047150041911148366,"111 Garrison Village Drive, Niagara-On-The-Lake, Ontario, Canada",POINT (-79.0951057 43.2470037),43.2470037,-79.0951057
Simpson's Apothecary,Simpson's Apothecary,Niagara-On-The-Lake,233 King Street,L0S1J0,-8802253.2509287,5350725.51108072,19088.0,0.00047150041911148366,"233 King Street, Niagara-On-The-Lake, Ontario, Canada",POINT (-79.07198180432098 43.2540333),43.2540333,-79.07198180432098
Simpson's Pharmacy,Simpson's Pharmacy,Niagara-On-The-Lake,1882 Niagara Stone Road,L0S1T0,-8805991.74904775,5347918.8518783,19088.0,0.00047150041911148366,"1882 Niagara Stone Road, Niagara-On-The-Lake, Ontario, Canada",POINT (-79.08702158064516 43.24941929896774),43.24941929896774,-79.08702158064516
Stone Road Pharmacy,Stone Road Pharmacy,Niagara-On-The-Lake,1630 Niagara Stone Road,L0S1T0,-8807211.09822211,5346508.60560925,19088.0,0.00047150041911148366,"1630 Niagara Stone Road, Niagara-On-The-Lake, Ontario, Canada",POINT (-79.08678421290323 43.249646879354835),43.249646879354835,-79.08678421290323
Upper Canada Lodge,Upper Canada Lodge,Niagara-On-The-Lake,272 Wellington Street,L0S1J0,-8801968.30642812,5350134.11628556,19088.0,0.00047150041911148366,"272 Wellington Street, Niagara-On-The-Lake, Ontario, Canada",POINT (-79.06919622446624 43.25039595),43.25039595,-79.06919622446624
North Shore Family Health Team Corp.,North Shore Family Health Team Corp.,Schreiber,"415, Scotia Street",P0T2S0,-9714806.82147546,6242478.33907282,1039.0,0.0019249278152069298,"415, Scotia Street, Schreiber, Ontario, Canada",POINT (-87.2701734 48.8085958),48.8085958,-87.2701734
The Township of Schreiber,The Township of Schreiber - Schreiber Public Library,Schreiber,314 Scotia Street,P0T2S0,-9714589.53696139,6242320.4993164,1039.0,0.0019249278152069298,"314 Scotia Street, Schreiber, Ontario, Canada",POINT (-87.268396 48.8081682),48.8081682,-87.268396
North of Superior Healthcare Group,North of Superior Healthcare Group,Terrace Bay,20 Cartier Road,P0T2W0,-9696439.13889042,6237689.36805178,1528.0,0.0032722513089005235,"20 Cartier Road, Terrace Bay, Ontario, Canada",POINT (-87.1069984 48.7810885),48.7810885,-87.1069984
Terrace Bay Superior Seniors,Terrace Bay Superior Seniors,Terrace Bay,13 Selkirk Avenue,P0T2W0,-9695856.626259,6238528.59730145,1528.0,0.0032722513089005235,"13 Selkirk Avenue, Terrace Bay, Ontario, Canada",POINT (-87.09979 48.7848752),48.7848752,-87.09979
The McCausland Hospital,The McCausland Hospital,Terrace Bay,20 Cartier Road,P0T2W0,-9696439.13889042,6237689.36805178,1528.0,0.0032722513089005235,"20 Cartier Road, Terrace Bay, Ontario, Canada",POINT (-87.1069984 48.7810885),48.7810885,-87.1069984
Wilkes Terrace,Wilkes Terrace,Terrace Bay,20 Cartier Road,P0T2W0,-9696439.13889042,6237689.36805178,1528.0,0.0032722513089005235,"20 Cartier Road, Terrace Bay, Ontario, Canada",POINT (-87.1069984 48.7810885),48.7810885,-87.1069984
Northwood Lodge,Northwood Lodge,Red Lake,Ontario 105,P0V1L0,-10439793.283927,6618333.90491531,4094.0,0.0014655593551538837,"Ontario 105, Red Lake, Ontario, Canada",POINT (-93.82924302413716 51.01821115),51.01821115,-93.82924302413716
Red Lake Family Health Team,Red Lake Family Health Team,Red Lake,51 Highway 105,P0V2M0,-10444265.5889975,6623639.19150828,4094.0,0.0014655593551538837,"51 Highway 105, Red Lake, Ontario, Canada",POINT (-93.82185294207503 51.01327535),51.01327535,-93.82185294207503
Red Lake Margaret Cochenour Memorial Hospital,Red Lake Margaret Cochenour Memorial Hospital,Red Lake,Highway 105,P0V2M0,-10439793.283927,6618333.90491531,4094.0,0.0014655593551538837,"Highway 105, Red Lake, Ontario, Canada",POINT (-93.8001162 51.0055292),51.0055292,-93.8001162
Red Lake Margaret Cochenour Memorial Hospital Corporation,Red Lake Margaret Cochenour Memorial Hospital Corporation,Red Lake,146 Howey Street,P0V2M0,-10444278.6801696,6625126.74623109,4094.0,0.0014655593551538837,"146 Howey Street, Red Lake, Ontario, Canada",POINT (-93.82240634306945 51.02163135),51.02163135,-93.82240634306945
Red Lake Pharmacy,Red Lake Pharmacy,Red Lake,51 Highway 105,P0V2M0,-10444265.5889975,6623639.19150828,4094.0,0.0014655593551538837,"51 Highway 105, Red Lake, Ontario, Canada",POINT (-93.82185294207503 51.01327535),51.01327535,-93.82185294207503
Northern Neighbours Nurse Practitioner,Northern Neighbours Nurse Practitioner-Led Clinic,White River,102 Winnipeg Street,P0M3G0,-9493338.77621672,6205041.11582383,557.0,0.0017953321364452424,"102 Winnipeg Street, White River, Ontario, Canada",POINT (-85.28011695452483 48.586772249999996),48.586772249999996,-85.28011695452483
Prescott Family Health Team,Prescott Family Health Team,Prescott,555 King Street West,K0E1T0,-8406904.16105087,5575282.04379264,4078.0,0.0017165277096615988,"555 King Street West, Prescott, Ontario, Canada",POINT (-75.5206364 44.7054854),44.7054854,-75.5206364
Prescott Remedy's Rx,Prescott Remedy's Rx,Prescott,150 Prescott Centre Drive,K0E1T0,-8406920.91463423,5578315.48502554,4078.0,0.0017165277096615988,"150 Prescott Centre Drive, Prescott, Ontario, Canada",POINT (-75.5209532 44.7247041),44.7247041,-75.5209532
Shoppers Drug Mart #1506,Shoppers Drug Mart #1506,Prescott,231 King Street West,K0E1T0,-8406312.28645027,5575793.41284526,4078.0,0.0017165277096615988,"231 King Street West, Prescott, Ontario, Canada",POINT (-75.51490956938775 44.70893649183674),44.70893649183674,-75.51490956938775
The Mayfield Retirement Residence,The Mayfield Retirement Residence,Prescott,248 Park Street West,K0E1T0,-8406737.83859967,5576309.49440844,4078.0,0.0017165277096615988,"248 Park Street West, Prescott, Ontario, Canada",POINT (-75.51909235254507 44.7121462),44.7121462,-75.51909235254507
Walker House,Walker House,Prescott,623 King Street West,K0E1T0,-8406980.37037426,5575210.24642827,4078.0,0.0017165277096615988,"623 King Street West, Prescott, Ontario, Canada",POINT (-75.52134762448979 44.70511640612245),44.70511640612245,-75.52134762448979
Wellington House Nh,Wellington House Nh,Prescott,Edward Street,K0E1T0,-8406904.95141925,5577140.21763888,4078.0,0.0017165277096615988,"Edward Street, Prescott, Ontario, Canada",POINT (-75.5147557 44.7120551),44.7120551,-75.5147557
Rainy River Drugs,Rainy River Drugs,Rainy River,212 Fourth Street,P0W1L0,-10527270.3884461,6227449.36949285,752.0,0.005319148936170213,"212 Fourth Street, Rainy River, Ontario, Canada",POINT (-93.377182 48.6138089),48.6138089,-93.377182
Rainy River Health Centre,Rainy River Health Centre,Rainy River,114 Fourth Street,P0W1L0,-10527263.0858875,6227054.47870097,752.0,0.005319148936170213,"114 Fourth Street, Rainy River, Ontario, Canada",POINT (-93.377182 48.6138089),48.6138089,-93.377182
Rainy River Senior Activity Depot Drop,Rainy River Senior Activity Depot Drop-In Centre,Rainy River,201 Atwood Avenue,P0W1L0,-10527317.9441326,6227920.61683462,752.0,0.005319148936170213,"201 Atwood Avenue, Rainy River, Ontario, Canada",POINT (-94.5769934 48.7220975),48.7220975,-94.5769934
Rexall #6955,Rexall #6955,Sioux Lookout,60 Front Street,P8T1A3,-10232221.1171206,6463295.11817161,5839.0,0.0017126220243192328,"60 Front Street, Sioux Lookout, Ontario, Canada",POINT (-91.91764352933322 50.098216550000004),50.098216550000004,-91.91764352933322
Sioux Lookout First Nation Health Authority,Sioux Lookout First Nation Health Authority,Sioux Lookout,61 Queen Street,P8T1B8,-10232203.8514676,6463595.01287441,5839.0,0.0017126220243192328,"61 Queen Street, Sioux Lookout, Ontario, Canada",POINT (-91.91742014621299 50.09997595),50.09997595,-91.91742014621299
Sioux Lookout Remedy's Rx,Sioux Lookout Remedy's Rx,Sioux Lookout,75 King Street,P8T1B1,-10232510.8928871,6463395.42316416,5839.0,0.0017126220243192328,"75 King Street, Sioux Lookout, Ontario, Canada",POINT (-91.9204256 50.09897368),50.09897368,-91.9204256
Sarnia Diagnostic Imaging Inc.,Sarnia Diagnostic Imaging Inc.,Point Edward,704 Mara Street,N7V1X4,-9172925.64834468,5310461.14576886,1930.0,0.0010362694300518134,"704 Mara Street, Point Edward, Ontario, Canada",POINT (-82.4005355 42.9908325),42.9908325,-82.4005355
