ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Facility_Name,"Population, 2021",Facilities_Per_Capita
Shoppers Drug Mart #898,Richmond Hill,9275 Bayview Avenue,L4C9X4,Shoppers Drug Mart #898,202022.0,0.00048014572670303235
Pars Medical Pharmacy,Richmond Hill,10171 Yonge Street,L4C1T5,Pars Medical Pharmacy,202022.0,0.00048014572670303235
Neighbourly Pharmacy,Richmond Hill,10271 Yonge Street,L4C3B5,Neighbourly Pharmacy,202022.0,0.00048014572670303235
Mackenzie Drug Mart,Richmond Hill,250 Harding Boulevard West,L4C9M7,Mackenzie Drug Mart,202022.0,0.00048014572670303235
Elginwood,Richmond Hill,182 Yorkland Street,L4S2M9,Elginwood,202022.0,0.00048014572670303235
Langstaff Square Care Community,Richmond Hill,170 Red Maple Road,L4B4T8,Langstaff Square Care Community,202022.0,0.00048014572670303235
Mackenzie Health Long Term Care Facility,Richmond Hill,10 Trench Street,L4C4Z3,Mackenzie Health Long Term Care Facility,202022.0,0.00048014572670303235
Mon Sheong Richmond Hill Long Term Care Centre,Richmond Hill,11199 Yonge Street,L4S1L2,Mon Sheong Richmond Hill Long Term Care Centre,202022.0,0.00048014572670303235
Sunrise Senior Living of Richmond Hill,Richmond Hill,9800 Yonge Street,L4C0P5,Sunrise Senior Living of Richmond Hill,202022.0,0.00048014572670303235
Mon Sheong Private Care,Richmond Hill,11211 Yonge Street,L4S0E9,Mon Sheong Private Care,202022.0,0.00048014572670303235
Richmond Hill Retirement Residence,Richmond Hill,70 Bernard Avenue,L4C0W7,Richmond Hill Retirement Residence,202022.0,0.00048014572670303235
Delmanor Elgin Mills,Richmond Hill,80 Elgin Mills Road East,L4C0L3,Delmanor Elgin Mills,202022.0,0.00048014572670303235
Brookside Court/Hilltop Place,Richmond Hill,1000 Elgin Mills Road,L4S1M4,Brookside Court/Hilltop Place,202022.0,0.00048014572670303235
Chartwell Oak Ridges Retirement Community,Richmond Hill,12925 Yonge Street,L4E0T7,Chartwell Oak Ridges Retirement Community,202022.0,0.00048014572670303235
Oak Centre Alternative Community Support,Welland,24 Dorothy Street,L3B3V7,Oak Centre Alternative Community Support,55750.0,0.0007713004484304933
Gateway Residential and Community Support Services of Niagara,Welland,178 King Street,L3B3J5,Gateway Residential and Community Support Services of Niagara,55750.0,0.0007713004484304933
Consumer/Survivor Initiative of Niagara,Welland,60 King Street,L3B6A4,Consumer/Survivor Initiative of Niagara,55750.0,0.0007713004484304933
Welland McMaster Family Health Team,Welland,555 Prince Charles Drive North,L3C6B5,Welland McMaster Family Health Team,55750.0,0.0007713004484304933
Greater Niagara Medical Imaging,Welland,555 Prince Charles Drive North,L3C6B5,Greater Niagara Medical Imaging,55750.0,0.0007713004484304933
2729351 Ontario Inc.,Welland,565 King Street,L3B3L3,2729351 Ontario Inc.,55750.0,0.0007713004484304933
Centre de santé Communautaire Hamilton-Niagara,Welland,810 East Main Street,L3B3Y4,Centre de santé Communautaire Hamilton,55750.0,0.0007713004484304933
Centre de santé communautaire Hamilton-Wentworth-Niagara Inc.,Welland,810 Rue East Main,L3B3Y4,Centre de santé communautaire Hamilton,55750.0,0.0007713004484304933
City of Welland - Rose City Seniors' Activity Centre,Welland,145 Lincoln Street,L3B6E1,City of Welland,55750.0,0.0007713004484304933
Foyer Richelieu Welland,Welland,655 Tanguay Avenue,L3B6A1,Foyer Richelieu Welland,55750.0,0.0007713004484304933
Douglas H Rapelje Lodge,Welland,277 Plymouth Road,L3B6E3,Douglas H Rapelje Lodge,55750.0,0.0007713004484304933
Loblaw Pharmacy #550,Welland,821 Niagara Street North,L3C1M4,Loblaw Pharmacy #550,55750.0,0.0007713004484304933
Prince Charles Pharmacy,Welland,555 Prince Charles Drive North,L3C6B5,Prince Charles Pharmacy,55750.0,0.0007713004484304933
Rose City Pharmacie,Welland,188 East Main Street,L3B2W3,Rose City Pharmacie,55750.0,0.0007713004484304933
West Main Community Pharmacy,Welland,154 West Main Street,L3C5A2,West Main Community Pharmacy,55750.0,0.0007713004484304933
Royal Rose Place,Welland,635 Prince Charles Drive North,L3C0C7,Royal Rose Place,55750.0,0.0007713004484304933
Shoppers Drug Mart #793,Welland,800 Niagara Street North,L3C5Z4,Shoppers Drug Mart #793,55750.0,0.0007713004484304933
Mahdieh's Pharmacy,Welland,95 Lincoln Street,L3C7C3,Mahdieh's Pharmacy,55750.0,0.0007713004484304933
Rexall #6923,Welland,399 King Street,L3B3K4,Rexall #6923,55750.0,0.0007713004484304933
Rexall #8212,Welland,325 Thorold Road West,L3C3W4,Rexall #8212,55750.0,0.0007713004484304933
Lincoln Centre Pharmacy,Welland,390 Lincoln Street,L3B4N4,Lincoln Centre Pharmacy,55750.0,0.0007713004484304933
Welland Medical Pharmacy,Welland,595 Ontario Road,L3B0B3,Welland Medical Pharmacy,55750.0,0.0007713004484304933
Family Health Pharmacy Pelham,Welland,130 Highway 20 East,L0S1E6,Family Health Pharmacy Pelham,55750.0,0.0007713004484304933
The Woodlands of Sunset,Welland,920 Pelham Street,L3C1Y5,The Woodlands of Sunset,55750.0,0.0007713004484304933
Niagara Street Pharmacy,Welland,545 Niagara Street North,L3C1L7,Niagara Street Pharmacy,55750.0,0.0007713004484304933
Welland Life Compounding Phcy,Welland,838 Ontario Road,L3B5E2,Welland Life Compounding Phcy,55750.0,0.0007713004484304933
Welland Pharmacy,Welland,601 East Main Street,L3B3Y3,Welland Pharmacy,55750.0,0.0007713004484304933
Whole Health Niagara Pharmacy,Welland,905 Niagara Street,L3C1M4,Whole Health Niagara Pharmacy,55750.0,0.0007713004484304933
Sages Femmes Renaissance Midwifery,Welland,196 East Main Street,L3B3W8,Sages Femmes Renaissance Midwifery,55750.0,0.0007713004484304933
Centre de santé communautaire Hamilton/Niagara,Welland,810 East Main Street,L3B3Y4,Centre de santé communautaire Hamilton/Niagara,55750.0,0.0007713004484304933
Niagara District Homes Committee for the Physically Disabled (The),Welland,675 Tanguay Avenue,L3B6A1,Niagara District Homes Committee for the Physically Disabled (The),55750.0,0.0007713004484304933
Shoppers Drug Mart #1194,Welland,595 South Pelham Road,L3C3C7,Shoppers Drug Mart #1194,55750.0,0.0007713004484304933
Shoppers Drug Mart #795,Welland,825 Ontario Road,L3B5V6,Shoppers Drug Mart #795,55750.0,0.0007713004484304933
Pharmasave #9698,Welland,390 Crowland Avenue,L3B1X7,Pharmasave #9698,55750.0,0.0007713004484304933
Welland Drugstore,Welland,95 Lincoln Street,L3C7C3,Welland Drugstore,55750.0,0.0007713004484304933
East Main Pharmacy,Welland,816 East Main Street,L3B3Y7,East Main Pharmacy,55750.0,0.0007713004484304933
Douglas H. Rapelje Lodge,Welland,277 Plymouth Road,L3B6E3,Douglas H. Rapelje Lodge,55750.0,0.0007713004484304933
"Niagara Health System, Welland Hospital Site, Extended Care Unit",Welland,65 Third Street,L3B4W6,"Niagara Health System, Welland Hospital Site, Extended Care Unit",55750.0,0.0007713004484304933
Plymouth Cordage,Welland,110 First Street,L3B4S2,Plymouth Cordage,55750.0,0.0007713004484304933
Seasons Welland,Welland,163 First Avenue,L3C0A3,Seasons Welland,55750.0,0.0007713004484304933
The Grand Canal Retirement Residence,Welland,439 King Street,L3B0J5,The Grand Canal Retirement Residence,55750.0,0.0007713004484304933
St. Charles Village,Welland,30 Nova Crescent,L3C6P8,St. Charles Village,55750.0,0.0007713004484304933
Villa de Rose,Welland,370 Hellems Avenue,L3B0B5,Villa de Rose,55750.0,0.0007713004484304933
Weeneebayko Area Health Authority,Moosonee,34 Revillion Road,P0L1Y0,Weeneebayko Area Health Authority,1512.0,0.001984126984126984
Waha-Moosonee Health Centre,Moosonee,5 Percy Way,P0L1Y0,Waha,1512.0,0.001984126984126984
Northern Pharmacy,Moosonee,20 First Street,P0L1Y0,Northern Pharmacy,1512.0,0.001984126984126984
Beamsville Medical Centre Family Health Team,Lincoln,4279 Hixon Street,L0R1B0,Beamsville Medical Centre Family Health Team,25719.0,0.000622108169057895
Lincoln Seniors Club,Lincoln,4800 South Service Road,L0R1B1,Lincoln Seniors Club,25719.0,0.000622108169057895
Lincoln Medical Pharmacy Inc,Lincoln,4413 Ontario Street,L0R1B5,Lincoln Medical Pharmacy Inc,25719.0,0.000622108169057895
Lincoln Lodge,Lincoln,3423 Rittenhouse Road,L0R2C0,Lincoln Lodge,25719.0,0.000622108169057895
United Mennonite Home,Lincoln,3311 Menno Street,L0R2C0,United Mennonite Home,25719.0,0.000622108169057895
Albright Manor,Lincoln,5035 Mountain Street,L0R1B0,Albright Manor,25719.0,0.000622108169057895
Pharmasave #9707,Lincoln,4279 Hixon Street,L0R1B0,Pharmasave #9707,25719.0,0.000622108169057895
Shoppers Drug Mart #1256,Lincoln,5005 Serena Drive,L0R1B4,Shoppers Drug Mart #1256,25719.0,0.000622108169057895
Beamsville Diagnostic Imaging,Lincoln,4438 Ontario Street,L0R1B5,Beamsville Diagnostic Imaging,25719.0,0.000622108169057895
Rexall #422,Lincoln,4486 Ontario Street,L0R1B5,Rexall #422,25719.0,0.000622108169057895
Hopkins Ida Pharmacy,Lincoln,3387 King Street,L0R2C0,Hopkins Ida Pharmacy,25719.0,0.000622108169057895
Lincoln Midwives,Lincoln,5000 King Street,L0R1B0,Lincoln Midwives,25719.0,0.000622108169057895
United Mennonite Home for the Aged,Lincoln,4024 23rd Street,L0R2C0,United Mennonite Home for the Aged,25719.0,0.000622108169057895
Jah-Jireh Seniors Ministry Association,Lincoln,4505 Thirty Road,L3J1V7,Jah,25719.0,0.000622108169057895
Chartwell Orchards Retirement Residence,Lincoln,3421 Frederick Avenue,L0R2C0,Chartwell Orchards Retirement Residence,25719.0,0.000622108169057895
The Jacob Senior Living,Lincoln,5082 Alyssa Drive,L0R1B2,The Jacob Senior Living,25719.0,0.000622108169057895
Burk's Falls Family Health Team,Burk'S Falls,150 Huston Street,P0A1C0,Burk's Falls Family Health Team,957.0,0.003134796238244514
Almaguin Highlands Health Centre,Burk'S Falls,150 Huston Street,P0A1C0,Almaguin Highlands Health Centre,957.0,0.003134796238244514
Arnica Medical Pharmacy,Burk'S Falls,162 Huston Street,P0A1C0,Arnica Medical Pharmacy,957.0,0.003134796238244514
Central Hastings Family Health Team,Madoc,52 St. Lawrence Street East,K0K2K0,Central Hastings Family Health Team,2233.0,0.0017913121361397223
Johnston's Pharmacy,Madoc,57 St. Lawrence Street East,K0K2K0,Johnston's Pharmacy,2233.0,0.0017913121361397223
Community Care for Central Hastings,Madoc,115 Durham Street North,K0K2K0,Community Care for Central Hastings,2233.0,0.0017913121361397223
Timber Trails Retirement Residence,Madoc,167 St. Lawrence Street East,K0K2K0,Timber Trails Retirement Residence,2233.0,0.0017913121361397223
Central Lambton Family Health Team,Petrolia,4130 Glenview Road,N0N1R0,Central Lambton Family Health Team,6013.0,0.0009978380176284716
Lambton Pharmacy,Petrolia,4130 Glenview Road,N0N1R0,Lambton Pharmacy,6013.0,0.0009978380176284716
Lambton Meadowview Villa,Petrolia,3958 Petrolia Line,N0N1R0,Lambton Meadowview Villa,6013.0,0.0009978380176284716
Albany Retirement Village,Petrolia,423 Albany Street,N0N1R0,Albany Retirement Village,6013.0,0.0009978380176284716
Fiddick's Retirement Home,Petrolia,437 First Avenue,N0N1R0,Fiddick's Retirement Home,6013.0,0.0009978380176284716
Fiddick's Nursing Home,Petrolia,437 First Avenue,N0N1R0,Fiddick's Nursing Home,6013.0,0.0009978380176284716
Clarence-Rockland Family Health Team Inc.,Clarence-Rockland,2741 Chamberland Street,K4K0B4,Clarence,26505.0,0.0004527447651386531
Plantagenet Imaging,Clarence-Rockland,2741 Chamberland Street,K4K0B8,Plantagenet Imaging,26505.0,0.0004527447651386531
Caressant Care (Bourget),Clarence-Rockland,21 Laval Road,K0A1E0,Caressant Care (Bourget),26505.0,0.0004527447651386531
Shoppers Drug Mart #1245,Clarence-Rockland,2755 Laurier Street,K4K1A3,Shoppers Drug Mart #1245,26505.0,0.0004527447651386531
Rockland Imaging,Clarence-Rockland,2741 Chamberland Street,K4K0B8,Rockland Imaging,26505.0,0.0004527447651386531
Drug Store Pharmacy #4117,Clarence-Rockland,2737 Laurier Street,K4K1A3,Drug Store Pharmacy #4117,26505.0,0.0004527447651386531
Rockland Pharmacy,Clarence-Rockland,2768 Laurier Street,K4K1K6,Rockland Pharmacy,26505.0,0.0004527447651386531
Pharmacie Bourget Pharmacy,Clarence-Rockland,3 Saint-Pierre Street,K0A1E0,Pharmacie Bourget Pharmacy,26505.0,0.0004527447651386531
Résidence St. Mathieu,Clarence-Rockland,3140 Gendron Road,K0A2A0,Résidence St. Mathieu,26505.0,0.0004527447651386531
 L'Oasis de la Résidence Simon,Clarence-Rockland,845 Saint Jean Street,K4K1K5,L'Oasis de la Résidence Simon,26505.0,0.0004527447651386531
Manoir Rockland Manor,Clarence-Rockland,9045 County Road 17,K4K0J9,Manoir Rockland Manor,26505.0,0.0004527447651386531
Jardins Belle Rive,Clarence-Rockland,2950 Laurier Street,K4K1T3,Jardins Belle Rive,26505.0,0.0004527447651386531
Ear Falls Family Health Team,Ear Falls,25 Spruce Street,P0V1T0,Ear Falls Family Health Team,924.0,0.003246753246753247
Whispering Pines Seniors Centre,Ear Falls,30 Spruce Street,P0V1T0,Whispering Pines Seniors Centre,924.0,0.003246753246753247
Ear Falls Pharmacy,Ear Falls,1273 Highway 105 South,P0V1T0,Ear Falls Pharmacy,924.0,0.003246753246753247
East Wellington Family Health Team,Erin,6 Thompson Crescent,N0B1T0,East Wellington Family Health Team,11981.0,0.00041732743510558383
Erin Diagnostic Imaging,Erin,2 Thompson Crescent,N0B1T0,Erin Diagnostic Imaging,11981.0,0.00041732743510558383
Erin Pharmacy,Erin,6 Thompson Crescent,N0B1T0,Erin Pharmacy,11981.0,0.00041732743510558383
East Wellington Community Services Inc.,Erin,45 Main Street,N0B1T0,East Wellington Community Services Inc.,11981.0,0.00041732743510558383
Fox Run Retirement Home Inc.,Erin,5475 Trafalgar Road,N0B1T0,Fox Run Retirement Home Inc.,11981.0,0.00041732743510558383
Englehart and District Family Health Team,Englehart,63 Fifth Street,P0J1H0,Englehart and District Family Health Team,1442.0,0.0027739251040221915
Blanche River Health - Englehart Site,Englehart,61 5th Street,P0J1H0,Blanche River Health,1442.0,0.0027739251040221915
Marshall's Pharmasave,Englehart,43 Third Street,P0J1H0,Marshall's Pharmasave,1442.0,0.0027739251040221915
Northview Nursing Home,Englehart,7 River Road,P0J1H0,Northview Nursing Home,1442.0,0.0027739251040221915
Lower Outaouais Family Health Team,Hawkesbury,144 Main Street East,K6A1A3,Lower Outaouais Family Health Team,10194.0,0.0015695507161075143
Advance Medical Imaging,Hawkesbury,219 Main Street East,K6A1A1,Advance Medical Imaging,10194.0,0.0015695507161075143
Hôpital général de Hawkesbury et district Hawkesbury and District General Hospital Inc.,Hawkesbury,580 Spence Avenue,K6A0B4,Hôpital général de Hawkesbury et district Hawkesbury and District General Hospital Inc.,10194.0,0.0015695507161075143
Hopital General de Hawkesbury and District General Hospital Inc.,Hawkesbury,1111 Ghislain Street,K6A3G5,Hopital General de Hawkesbury and District General Hospital Inc.,10194.0,0.0015695507161075143
St-Denis Hawkesbury Pharmacy,Hawkesbury,214 Main Street East,K6A1A5,St,10194.0,0.0015695507161075143
Drugstore Pharmacy #4223,Hawkesbury,1560 Cameron Street,K6A3S5,Drugstore Pharmacy #4223,10194.0,0.0015695507161075143
Shoppers Drug Mart #1259,Hawkesbury,400 Spence Avenue,K6A2Y3,Shoppers Drug Mart #1259,10194.0,0.0015695507161075143
Residence Prescott Et Russell,Hawkesbury,1020 Cartier Boulevard,K6A1W7,Residence Prescott Et Russell,10194.0,0.0015695507161075143
Services Communautaires De Prescott Et Russell,Hawkesbury,Principale Street,K6A1A5,Services Communautaires De Prescott Et Russell,10194.0,0.0015695507161075143
Groupe Action Pour L'enfant Famille et la communauté Prescott Et Russell,Hawkesbury,250 Rue Main Est,K6A1A5,Groupe Action Pour L'enfant Famille et la communauté Prescott Et Russell,10194.0,0.0015695507161075143
Jean Coutu Sante #484,Hawkesbury,1062 Ghislain Street,K6A3B2,Jean Coutu Sante #484,10194.0,0.0015695507161075143
Residence Prescott et Russell,Hawkesbury,1020 Cartier Boulevard,K6A1W7,Residence Prescott et Russell,10194.0,0.0015695507161075143
Hawkesbury And District General Hospital,Hawkesbury,1111 Ghislain Street,K6A3G5,Hawkesbury And District General Hospital,10194.0,0.0015695507161075143
Place Mont Roc Residence Inc.,Hawkesbury,100 Industrial Boulevard,K6A3M8,Place Mont Roc Residence Inc.,10194.0,0.0015695507161075143
Manoir McGill 342,Hawkesbury,342 McGill Street,K6A3V5,Manoir McGill 342,10194.0,0.0015695507161075143
Manoir McGill,Hawkesbury,261 McGill Street,K6A1P9,Manoir McGill,10194.0,0.0015695507161075143
Grandview Medical Centre Family Health Team Inc.,Cambridge,167 Hespeler Road,N1R3H7,Grandview Medical Centre Family Health Team Inc.,138479.0,0.0005560409881642704
Two Rivers Family Health Team Inc.,Cambridge,350 Conestoga Boulevard,N1R7L7,Two Rivers Family Health Team Inc.,138479.0,0.0005560409881642704
Waterloo Region Nurse Practitioner-Led Clinic,Cambridge,13 Water Street North,N1R3B2,Waterloo Region Nurse Practitioner,138479.0,0.0005560409881642704
Cambridge Memorial Hospital,Cambridge,700 Coronation Boulevard,N1R3G2,Cambridge Memorial Hospital,138479.0,0.0005560409881642704
Langs Farm Village Association,Cambridge,1145 Concession Road,N3H4L5,Langs Farm Village Association,138479.0,0.0005560409881642704
Cambridge 50+ Centres - William E. Pautler,Cambridge,1145 Concession Road,N3H4L6,Cambridge 50+ Centres,138479.0,0.0005560409881642704
City of Cambridge - Allan Reuter Centre,Cambridge,507 King Street East,N3H3N4,City of Cambridge,138479.0,0.0005560409881642704
Fairview Seniors Community - Centre for Health and Wellness,Cambridge,515 Langs Drive,N3H5E4,Fairview Seniors Community,138479.0,0.0005560409881642704
Saint Luke's Place,Cambridge,1624 Franklin Boulevard,N3C3P4,Saint Luke's Place,138479.0,0.0005560409881642704
Drugstore Pharmacy #576,Cambridge,200 Franklin Boulevard,N1R5R6,Drugstore Pharmacy #576,138479.0,0.0005560409881642704
Shoppers Drug Mart #1091,Cambridge,137 Water Street North,N1R3B8,Shoppers Drug Mart #1091,138479.0,0.0005560409881642704
Casey's Pharmacy,Cambridge,115 Christopher Drive,N1R4S1,Casey's Pharmacy,138479.0,0.0005560409881642704
Fairview Mennonite Home,Cambridge,515 Langs Drive,N3H5E4,Fairview Mennonite Home,138479.0,0.0005560409881642704
Shoppers Drug Mart #1096,Cambridge,101 Holiday Inn Drive,N3C1Z3,Shoppers Drug Mart #1096,138479.0,0.0005560409881642704
Golden Years Nursing Home,Cambridge,704 Eagle Street North,N3H4T3,Golden Years Nursing Home,138479.0,0.0005560409881642704
Preston Pharmasave,Cambridge,927 King Street East,N3H3P4,Preston Pharmasave,138479.0,0.0005560409881642704
Food Basics Pharmacy #558,Cambridge,95 Water Street North,N1R3B5,Food Basics Pharmacy #558,138479.0,0.0005560409881642704
Drugstore Pharmacy #533,Cambridge,400 Conestoga Boulevard,N1R7L7,Drugstore Pharmacy #533,138479.0,0.0005560409881642704
Cambridge Medical Imaging,Cambridge,614 Coronation Boulevard,N1R3E8,Cambridge Medical Imaging,138479.0,0.0005560409881642704
PEAK Sleep Cambridge,Cambridge,33 Blair Road,N1S2H8,PEAK Sleep Cambridge,138479.0,0.0005560409881642704
Cambridge Diagnostic Imaging Inc.,Cambridge,167 Hespeler Road,N1R3H7,Cambridge Diagnostic Imaging Inc.,138479.0,0.0005560409881642704
Highland Plaza Ida,Cambridge,75 Dundas Street North,N1R6G5,Highland Plaza Ida,138479.0,0.0005560409881642704
Med Health Pharmacy,Cambridge,614 Coronation Boulevard,N1R3E8,Med Health Pharmacy,138479.0,0.0005560409881642704
Bishop Pharmacy Pharmachoice,Cambridge,1515 King Street East,N3H3R6,Bishop Pharmacy Pharmachoice,138479.0,0.0005560409881642704
Shoppers Drug Mart #720,Cambridge,115 Dundas Street,N1R5T8,Shoppers Drug Mart #720,138479.0,0.0005560409881642704
Grand Pharmacy,Cambridge,304 St. Andrews Street,N1S1P3,Grand Pharmacy,138479.0,0.0005560409881642704
Peoplecare Hilltop Manor Cambr,Cambridge,42 Elliott Street,N1R2J2,Peoplecare Hilltop Manor Cambr,138479.0,0.0005560409881642704
Shoppers Drug Mart #1257,Cambridge,950 Franklin Boulevard,N1R8R3,Shoppers Drug Mart #1257,138479.0,0.0005560409881642704
Shoppers Drug Mart #927,Cambridge,130 Cedar Street,N1S1W4,Shoppers Drug Mart #927,138479.0,0.0005560409881642704
Carerx Cambridge,Cambridge,1165 Franklin Boulevard,N1R8E1,Carerx Cambridge,138479.0,0.0005560409881642704
Coronation Medical Pharmacy,Cambridge,695 Coronation Boulevard,N1R7J9,Coronation Medical Pharmacy,138479.0,0.0005560409881642704
Stirling Heights,Cambridge,200 Stirling Macgregor Drive,N1S5B7,Stirling Heights,138479.0,0.0005560409881642704
Rexall #8169,Cambridge,350 Conestoga Boulevard,N1R7L7,Rexall #8169,138479.0,0.0005560409881642704
Silverheights Pharmacy,Cambridge,165 Fisher Mills Road,N3C1E1,Silverheights Pharmacy,138479.0,0.0005560409881642704
